Date,Surface temperature average weight,Number of cloud free observations
2008-09-15 00:00:00,273,9
2008-09-16 00:00:00,273,7
2008-09-17 00:00:00,273,7
2008-09-18 00:00:00,273,5
2008-09-19 00:00:00,273,6
2008-09-20 00:00:00,-999,2
2008-09-21 00:00:00,-999,2
2008-09-22 00:00:00,-999,2
2008-09-23 00:00:00,-999,2
2008-09-24 00:00:00,-999,1
2008-09-25 00:00:00,-999,1
2008-09-26 00:00:00,-999,-999
2008-09-27 00:00:00,-999,-999
2008-09-28 00:00:00,-999,-999
2008-09-29 00:00:00,273,-999
2008-09-30 00:00:00,273,-999
2008-10-01 00:00:00,-999,2
2008-10-02 00:00:00,258,2
2008-10-03 00:00:00,262,3
2008-10-04 00:00:00,263,3
2008-10-05 00:00:00,263,4
2008-10-06 00:00:00,263,4
2008-10-07 00:00:00,264,5
2008-10-08 00:00:00,264,3
2008-10-09 00:00:00,256,3
2008-10-10 00:00:00,264,2
2008-10-11 00:00:00,261,2
2008-10-12 00:00:00,261,2
2008-10-13 00:00:00,-999,2
2008-10-14 00:00:00,-999,3
2008-10-15 00:00:00,-999,3
2008-10-16 00:00:00,-999,3
2008-10-17 00:00:00,-999,3
2008-10-18 00:00:00,-999,3
2008-10-19 00:00:00,-999,2
2008-10-20 00:00:00,-999,4
2008-10-21 00:00:00,258,2
2008-10-22 00:00:00,258,4
2008-10-23 00:00:00,258,6
2008-10-24 00:00:00,259,6
2008-10-25 00:00:00,259,7
2008-10-26 00:00:00,259,10
2008-10-27 00:00:00,259,12
2008-10-28 00:00:00,258,13
2008-10-29 00:00:00,-999,11
2008-10-30 00:00:00,258,10
2008-10-31 00:00:00,262,11
2008-11-01 00:00:00,246,10
2008-11-02 00:00:00,247,7
2008-11-03 00:00:00,254,4
2008-11-04 00:00:00,254,4
2008-11-05 00:00:00,252,4
2008-11-06 00:00:00,252,4
2008-11-07 00:00:00,252,3
2008-11-08 00:00:00,254,3
2008-11-09 00:00:00,250,4
2008-11-10 00:00:00,253,3
2008-11-11 00:00:00,253,3
2008-11-12 00:00:00,-999,3
2008-11-13 00:00:00,246,2
2008-11-14 00:00:00,246,4
2008-11-15 00:00:00,245,4
2008-11-16 00:00:00,245,3
2008-11-17 00:00:00,244,3
2008-11-18 00:00:00,246,2
2008-11-19 00:00:00,258,3
2008-11-20 00:00:00,250,3
2008-11-21 00:00:00,247,5
2008-11-22 00:00:00,248,7
2008-11-23 00:00:00,249,9
2008-11-24 00:00:00,249,10
2008-11-25 00:00:00,248,10
2008-11-26 00:00:00,248,11
2008-11-27 00:00:00,247,11
2008-11-28 00:00:00,248,9
2008-11-29 00:00:00,257,7
2008-11-30 00:00:00,255,6
2008-12-01 00:00:00,246,7
2008-12-02 00:00:00,239,9
2008-12-03 00:00:00,250,11
2008-12-04 00:00:00,251,16
2008-12-05 00:00:00,249,15
2008-12-06 00:00:00,249,20
2008-12-07 00:00:00,250,20
2008-12-08 00:00:00,251,18
2008-12-09 00:00:00,243,17
2008-12-10 00:00:00,250,13
2008-12-11 00:00:00,250,10
2008-12-12 00:00:00,259,9
2008-12-13 00:00:00,260,6
2008-12-14 00:00:00,260,5
2008-12-15 00:00:00,258,5
2008-12-16 00:00:00,256,5
2008-12-17 00:00:00,-999,8
2008-12-18 00:00:00,248,6
2008-12-19 00:00:00,245,8
2008-12-20 00:00:00,246,7
2008-12-21 00:00:00,246,7
2008-12-22 00:00:00,245,7
2008-12-23 00:00:00,243,7
2008-12-24 00:00:00,242,5
2008-12-25 00:00:00,241,7
2008-12-26 00:00:00,240,5
2008-12-27 00:00:00,240,4
2008-12-28 00:00:00,240,4
2008-12-29 00:00:00,246,4
2008-12-30 00:00:00,239,3
2008-12-31 00:00:00,249,2
2009-01-01 00:00:00,243,7
2009-01-02 00:00:00,237,10
2009-01-03 00:00:00,239,7
2009-01-04 00:00:00,239,8
2009-01-05 00:00:00,239,8
2009-01-06 00:00:00,240,8
2009-01-07 00:00:00,241,10
2009-01-08 00:00:00,243,11
2009-01-09 00:00:00,-999,9
2009-01-10 00:00:00,244,9
2009-01-11 00:00:00,246,8
2009-01-12 00:00:00,247,10
2009-01-13 00:00:00,245,10
2009-01-14 00:00:00,244,11
2009-01-15 00:00:00,244,14
2009-01-16 00:00:00,243,17
2009-01-17 00:00:00,244,18
2009-01-18 00:00:00,243,24
2009-01-19 00:00:00,238,24
2009-01-20 00:00:00,243,23
2009-01-21 00:00:00,244,21
2009-01-22 00:00:00,241,17
2009-01-23 00:00:00,240,23
2009-01-24 00:00:00,238,25
2009-01-25 00:00:00,237,21
2009-01-26 00:00:00,237,24
2009-01-27 00:00:00,237,26
2009-01-28 00:00:00,237,26
2009-01-29 00:00:00,238,29
2009-01-30 00:00:00,237,22
2009-01-31 00:00:00,240,20
2009-02-01 00:00:00,249,19
2009-02-02 00:00:00,238,14
2009-02-03 00:00:00,237,12
2009-02-04 00:00:00,236,11
2009-02-05 00:00:00,235,11
2009-02-06 00:00:00,234,10
2009-02-07 00:00:00,235,8
2009-02-08 00:00:00,235,8
2009-02-09 00:00:00,244,8
2009-02-10 00:00:00,240,8
2009-02-11 00:00:00,242,11
2009-02-12 00:00:00,245,9
2009-02-13 00:00:00,245,8
2009-02-14 00:00:00,243,9
2009-02-15 00:00:00,244,11
2009-02-16 00:00:00,243,12
2009-02-17 00:00:00,246,11
2009-02-18 00:00:00,249,8
2009-02-19 00:00:00,238,10
2009-02-20 00:00:00,248,9
2009-02-21 00:00:00,254,11
2009-02-22 00:00:00,256,12
2009-02-23 00:00:00,255,11
2009-02-24 00:00:00,248,13
2009-02-25 00:00:00,243,17
2009-02-26 00:00:00,243,21
2009-02-27 00:00:00,243,25
2009-02-28 00:00:00,238,23
2009-03-01 00:00:00,238,20
2009-03-02 00:00:00,245,21
2009-03-03 00:00:00,245,21
2009-03-04 00:00:00,249,18
2009-03-05 00:00:00,248,19
2009-03-06 00:00:00,246,21
2009-03-07 00:00:00,246,27
2009-03-08 00:00:00,246,27
2009-03-09 00:00:00,251,28
2009-03-10 00:00:00,242,28
2009-03-11 00:00:00,240,30
2009-03-12 00:00:00,237,23
2009-03-13 00:00:00,235,20
